标题6,标题链接1,字段1
街景门牌号识别(SVHN),https://aistudio.baidu.com/datasetdetail/61,
ChID 成语阅读理解填空,https://aistudio.baidu.com/datasetdetail/116839,
anything4.0,https://aistudio.baidu.com/datasetdetail/187394,
中文成语数据集,https://aistudio.baidu.com/datasetdetail/107212,
HerbalSlices,https://aistudio.baidu.com/datasetdetail/17317,
YouTube Dancing Videos Dataset 3,https://aistudio.baidu.com/datasetdetail/68795,
情感分析（微博评论）,https://aistudio.baidu.com/datasetdetail/105141,
tiny_imagenet,https://aistudio.baidu.com/datasetdetail/23023,
Spider,https://aistudio.baidu.com/datasetdetail/149628,
LaneDataset,https://aistudio.baidu.com/datasetdetail/105235,
芯片字符检测数据集,https://aistudio.baidu.com/datasetdetail/180690,
GTA5数据集-part1,https://aistudio.baidu.com/datasetdetail/106349,
meter_det,https://aistudio.baidu.com/datasetdetail/76686,
携程客户分析与流失预测,https://aistudio.baidu.com/datasetdetail/217662,
ICDAR 2023面向密集小文本场景的视频文字识别竞赛,https://aistudio.baidu.com/datasetdetail/199252,
cats_and_dogs,https://aistudio.baidu.com/datasetdetail/120451,
air_data.csv,https://aistudio.baidu.com/datasetdetail/145251,
电影cre,https://aistudio.baidu.com/datasetdetail/78619,
量化交易数据集,https://aistudio.baidu.com/datasetdetail/103119,
MessureMessure-原生数据集,https://aistudio.baidu.com/datasetdetail/52420,
train,https://aistudio.baidu.com/datasetdetail/122989,
cadal,https://aistudio.baidu.com/datasetdetail/47224,
中文文档 -《余罪》- 供数据处理使用,https://aistudio.baidu.com/datasetdetail/68553,
VoxCeleb 2 Audio Files Part 1,https://aistudio.baidu.com/datasetdetail/85407,
ckpt_mixer,https://aistudio.baidu.com/datasetdetail/103202,
trick,https://aistudio.baidu.com/datasetdetail/26863,
cats_vs_dogs_mini,https://aistudio.baidu.com/datasetdetail/56503,
《青春有你2》5位选手高清图片,https://aistudio.baidu.com/datasetdetail/32583,
IMDB数据集,https://aistudio.baidu.com/datasetdetail/162396,
SwinIR 训练数据集,https://aistudio.baidu.com/datasetdetail/149405,
DuEE_1_0,https://aistudio.baidu.com/datasetdetail/80850,
co2emissions_cleaned,https://aistudio.baidu.com/datasetdetail/33526,
padfuwocheng,https://aistudio.baidu.com/datasetdetail/121638,
通用去除手写字符_fianl_train,https://aistudio.baidu.com/datasetdetail/167667,
通用去除手写文字测试集,https://aistudio.baidu.com/datasetdetail/167820,
VOCtrainval_11-May-2012,https://aistudio.baidu.com/datasetdetail/128405,
DIV2K_test_forPaddle,https://aistudio.baidu.com/datasetdetail/66811,
真假新闻数据集,https://aistudio.baidu.com/datasetdetail/27271,
猫狗识别测试数据集,https://aistudio.baidu.com/datasetdetail/79123,
cat_12_test,https://aistudio.baidu.com/datasetdetail/148836,
THUNews,https://aistudio.baidu.com/datasetdetail/99529,
修改文件夹中的文件名,https://aistudio.baidu.com/datasetdetail/105809,
data,https://aistudio.baidu.com/datasetdetail/28294,
CIHP,https://aistudio.baidu.com/datasetdetail/129866,
VoxCeleb 2 Audio Files Part 2,https://aistudio.baidu.com/datasetdetail/85445,
speech_command_v1,https://aistudio.baidu.com/datasetdetail/121452,
香烟缺陷数据集,https://aistudio.baidu.com/datasetdetail/162057,
中国人工智能大赛·语言与知识技术竞赛样例数据,https://aistudio.baidu.com/datasetdetail/19654,
PaddleLite_Android_App,https://aistudio.baidu.com/datasetdetail/135451,
芯片字符识别数据集,https://aistudio.baidu.com/datasetdetail/180691,
新冠影像数据集,https://aistudio.baidu.com/datasetdetail/148686,
猫狗识别训练数据集,https://aistudio.baidu.com/datasetdetail/79121,
移动机器人时序数据集,https://aistudio.baidu.com/datasetdetail/131505,
动物园动物分类,https://aistudio.baidu.com/datasetdetail/62488,
optic_disc_seg,https://aistudio.baidu.com/datasetdetail/30164,
图片,https://aistudio.baidu.com/datasetdetail/171546,
medium.pt,https://aistudio.baidu.com/datasetdetail/217549,
GPEN用到的模型参数及测试集,https://aistudio.baidu.com/datasetdetail/142946,
中文机器翻译,https://aistudio.baidu.com/datasetdetail/91290,
年龄、性别和种族（人脸数据）,https://aistudio.baidu.com/datasetdetail/106996,
收集的数据,https://aistudio.baidu.com/datasetdetail/90842,
click-through-data-sample-300000,https://aistudio.baidu.com/datasetdetail/115516,
千言BDCI数据集,https://aistudio.baidu.com/datasetdetail/60170,
微信跳一跳数据集,https://aistudio.baidu.com/datasetdetail/109105,
T2T-ViT part1,https://aistudio.baidu.com/datasetdetail/94963,
FriesianCattle2017,https://aistudio.baidu.com/datasetdetail/31879,
VOC2012,https://aistudio.baidu.com/datasetdetail/62872,
第二届广州琶洲算法大赛智慧交通赛道,https://aistudio.baidu.com/datasetdetail/211397,
天气,https://aistudio.baidu.com/datasetdetail/83247,
视频人物分割数据,https://aistudio.baidu.com/datasetdetail/41587,
cifar100,https://aistudio.baidu.com/datasetdetail/52059,
手部X光数据集(修改了txt文档),https://aistudio.baidu.com/datasetdetail/55029,
师资培训15期图像分割数据集,https://aistudio.baidu.com/datasetdetail/90372,
斑马线,https://aistudio.baidu.com/datasetdetail/113234,
PaddleClas1,https://aistudio.baidu.com/datasetdetail/114890,
TAL_OCR_FORMULA手写公式数据集,https://aistudio.baidu.com/datasetdetail/119138,
Cmake_2.20.0,https://aistudio.baidu.com/datasetdetail/99190,
2023 CIFAR10数据集,https://aistudio.baidu.com/datasetdetail/197657,
安检X光图片,https://aistudio.baidu.com/datasetdetail/67989,
python自然语言处理corpus,https://aistudio.baidu.com/datasetdetail/172613,
道路裂缝（RDD2020数据集）,https://aistudio.baidu.com/datasetdetail/139657,
天气,https://aistudio.baidu.com/datasetdetail/82568,
DuSQL-dataset,https://aistudio.baidu.com/datasetdetail/102167,
乘风破浪的姐姐第二季-二分类,https://aistudio.baidu.com/datasetdetail/96613,
鱼,https://aistudio.baidu.com/datasetdetail/123084,
MNIST经典数据集,https://aistudio.baidu.com/datasetdetail/105236,
讯飞赛题-学术论文分类挑战赛数据集,https://aistudio.baidu.com/datasetdetail/100192,
喀纳斯风景图片,https://aistudio.baidu.com/datasetdetail/88945,
fashion-mnist,https://aistudio.baidu.com/datasetdetail/57449,
人脸打分数据集,https://aistudio.baidu.com/datasetdetail/16328,
Penn Treebank数据集,https://aistudio.baidu.com/datasetdetail/67,
河湟谷人,https://aistudio.baidu.com/datasetdetail/68125,
chatGLM-6B模型文件（更新至2023.5.4）,https://aistudio.baidu.com/datasetdetail/212818,
GDA生物医学领域的大规模数据集（文档级关系抽取）,https://aistudio.baidu.com/datasetdetail/172989,
手写汉字识别,https://aistudio.baidu.com/datasetdetail/11730,
盐田图片,https://aistudio.baidu.com/datasetdetail/100510,
车牌模板匹配数据,https://aistudio.baidu.com/datasetdetail/171039,
斯坦福狗数据集,https://aistudio.baidu.com/datasetdetail/87695,
别玩手机,https://aistudio.baidu.com/datasetdetail/145801,
sC0mT5dD0fA7rP2c,https://aistudio.baidu.com/datasetdetail/202248,
Fashion-MNIST,https://aistudio.baidu.com/datasetdetail/36340,
CFD,https://aistudio.baidu.com/datasetdetail/57356,
百度网盘,https://aistudio.baidu.com/datasetdetail/226252,
天池二手车价格预测,https://aistudio.baidu.com/datasetdetail/25091,
sports10,https://aistudio.baidu.com/datasetdetail/156024,
data_2020,https://aistudio.baidu.com/datasetdetail/26622,
cifar-10-python.tar.gz,https://aistudio.baidu.com/datasetdetail/181467,
AGE_Challenge,https://aistudio.baidu.com/datasetdetail/10461,
音符数据2.0,https://aistudio.baidu.com/datasetdetail/64420,
cifar-100-python.tar.gz,https://aistudio.baidu.com/datasetdetail/181466,
4C_医学影像_国赛决赛测试数据,https://aistudio.baidu.com/datasetdetail/105975,
train_data,https://aistudio.baidu.com/datasetdetail/28030,
DCIC-海上船舶智能检测VOC,https://aistudio.baidu.com/datasetdetail/134192,
fruits,https://aistudio.baidu.com/datasetdetail/68869,
FanNoise,https://aistudio.baidu.com/datasetdetail/55224,
sonar,https://aistudio.baidu.com/datasetdetail/16651,
PlantVillage_AI,https://aistudio.baidu.com/datasetdetail/158759,
naacl22 data(2m) ckpts(zhen),https://aistudio.baidu.com/datasetdetail/144040,
actor,https://aistudio.baidu.com/datasetdetail/176188,
text8,https://aistudio.baidu.com/datasetdetail/98805,
cartoon,https://aistudio.baidu.com/datasetdetail/122677,
huawei UK university challenge,https://aistudio.baidu.com/datasetdetail/114583,
DFWB,https://aistudio.baidu.com/datasetdetail/140244,
垃圾邮件,https://aistudio.baidu.com/datasetdetail/62760,
螺旋桨RNA结构预测竞赛B榜测试数据集,https://aistudio.baidu.com/datasetdetail/82504,
音频情感分类数据集,https://aistudio.baidu.com/datasetdetail/209626,
音符文件,https://aistudio.baidu.com/datasetdetail/63455,
数据挖掘-数据降维1,https://aistudio.baidu.com/datasetdetail/194257,
曦曦优化版的koreanDollLikeness_v15模型,https://aistudio.baidu.com/datasetdetail/194009,
CVPR2021_NAS_Track2_data,https://aistudio.baidu.com/datasetdetail/76694,
pascal-city,https://aistudio.baidu.com/datasetdetail/110154,
model,https://aistudio.baidu.com/datasetdetail/158366,
2020 CCF BDCI 千言：多技能对话比赛数据集,https://aistudio.baidu.com/datasetdetail/55998,
Celaba_HQ16,https://aistudio.baidu.com/datasetdetail/104559,
MOT17 with COCO annotation,https://aistudio.baidu.com/datasetdetail/172969,
ViLBERT-REC-Paddle,https://aistudio.baidu.com/datasetdetail/105268,
Chinese Medicine Infer,https://aistudio.baidu.com/datasetdetail/143821,
bigjson,https://aistudio.baidu.com/datasetdetail/121670,
cats_dogs,https://aistudio.baidu.com/datasetdetail/120864,
文本分类fluid,https://aistudio.baidu.com/datasetdetail/805,
CICInvesAndMal2019,https://aistudio.baidu.com/datasetdetail/58799,
788points,https://aistudio.baidu.com/datasetdetail/50367,
PTA题目推荐数据集,https://aistudio.baidu.com/datasetdetail/101090,
营销服饰的数据集,https://aistudio.baidu.com/datasetdetail/128633,
CondenseNetV2,https://aistudio.baidu.com/datasetdetail/80680,
2023 多国翻译数据集Anki中英翻译,https://aistudio.baidu.com/datasetdetail/212468,
2021计设医学影像挑战赛数据集,https://aistudio.baidu.com/datasetdetail/79315,
cityscape语义分割,https://aistudio.baidu.com/datasetdetail/127880,
学生校园消费行为分析,https://aistudio.baidu.com/datasetdetail/54190,
CVPR2021_NAS_Track2_stage2,https://aistudio.baidu.com/datasetdetail/82124,
人脸数据集,https://aistudio.baidu.com/datasetdetail/6183,
文本小说TXT.text,https://aistudio.baidu.com/datasetdetail/117383,
vae-ft-mse-840000,https://aistudio.baidu.com/datasetdetail/187106,
16届全国大学生智能车数据集,https://aistudio.baidu.com/datasetdetail/71293,
花,https://aistudio.baidu.com/datasetdetail/33601,
Scene_Text_Eval,https://aistudio.baidu.com/datasetdetail/168908,
MOT2020行人检测_单目标追踪,https://aistudio.baidu.com/datasetdetail/73894,
零售数据分析,https://aistudio.baidu.com/datasetdetail/106670,
房价预测-波士顿,https://aistudio.baidu.com/datasetdetail/49224,
PaddleRS（浅改）,https://aistudio.baidu.com/datasetdetail/149130,
ade20k,https://aistudio.baidu.com/datasetdetail/27148,
vit-adapter,https://aistudio.baidu.com/datasetdetail/164140,
验证码,https://aistudio.baidu.com/datasetdetail/70608,
BERT-VITS2底模,https://aistudio.baidu.com/datasetdetail/241536,
nltk_data,https://aistudio.baidu.com/datasetdetail/65886,
coco_boat,https://aistudio.baidu.com/datasetdetail/127683,
玉米农作物虫害图像数据集,https://aistudio.baidu.com/datasetdetail/145159,
k_means聚类,https://aistudio.baidu.com/datasetdetail/117310,
stop标志物,https://aistudio.baidu.com/datasetdetail/105828,
CBSD68,https://aistudio.baidu.com/datasetdetail/147756,
roadsign_coco,https://aistudio.baidu.com/datasetdetail/206532,
tc2021,https://aistudio.baidu.com/datasetdetail/69746,
表格检测数据集,https://aistudio.baidu.com/datasetdetail/183039,
视觉特征编码,https://aistudio.baidu.com/datasetdetail/124219,
SASU智能汽车-智慧农业数据集v2.0,https://aistudio.baidu.com/datasetdetail/190377,
horse2zebra,https://aistudio.baidu.com/datasetdetail/11023,
人流密度检测单数据集,https://aistudio.baidu.com/datasetdetail/35724,
建筑物生成数据集v2-crop版本,https://aistudio.baidu.com/datasetdetail/136408,
蘑菇数据集,https://aistudio.baidu.com/datasetdetail/123899,
白菜数据集,https://aistudio.baidu.com/datasetdetail/129132,
8种塔+切分正式,https://aistudio.baidu.com/datasetdetail/110818,
trt6.tar,https://aistudio.baidu.com/datasetdetail/118363,
法律问答数据,https://aistudio.baidu.com/datasetdetail/238490,
VAE-Collection,https://aistudio.baidu.com/datasetdetail/188873,
MOT20voc+coco,https://aistudio.baidu.com/datasetdetail/96745,
ImageNet,https://aistudio.baidu.com/datasetdetail/13866,
【转】flickr30k文图生成数据集,https://aistudio.baidu.com/datasetdetail/180670,
CIFAR100数据集,https://aistudio.baidu.com/datasetdetail/73170,
wen,https://aistudio.baidu.com/datasetdetail/158275,
科大讯飞-X光安检图像检测挑战赛3.0,https://aistudio.baidu.com/datasetdetail/151995,
医疗记录,https://aistudio.baidu.com/datasetdetail/106693,
Fater-RCNN可视化LOSS代码包,https://aistudio.baidu.com/datasetdetail/16377,
indoor3d_sem_seg_hdf5_data,https://aistudio.baidu.com/datasetdetail/54220,
【2021CCF】PaddleVideo代码与训练测试数据,https://aistudio.baidu.com/datasetdetail/118095,
食物咀嚼语音识别,https://aistudio.baidu.com/datasetdetail/144333,
山地自行车,https://aistudio.baidu.com/datasetdetail/167725,
建筑物生成数据集-1,https://aistudio.baidu.com/datasetdetail/135844,
DocRED文档级关系抽取数据集基于维基百科,https://aistudio.baidu.com/datasetdetail/172987,
城市交通标志标识牌数据集,https://aistudio.baidu.com/datasetdetail/22935,
导盲数据集,https://aistudio.baidu.com/datasetdetail/191247,
IUX-Ray数据集,https://aistudio.baidu.com/datasetdetail/130561,
已解压模型（第一弹）,https://aistudio.baidu.com/datasetdetail/207861,
captcha_hk：滑块验证码,https://aistudio.baidu.com/datasetdetail/106797,
车道分割数据集合,https://aistudio.baidu.com/datasetdetail/159096,
dis-test,https://aistudio.baidu.com/datasetdetail/57785,
3,https://aistudio.baidu.com/datasetdetail/23500,
ExDark,https://aistudio.baidu.com/datasetdetail/129450,
test2,https://aistudio.baidu.com/datasetdetail/85136,
Wider-face,https://aistudio.baidu.com/datasetdetail/23073,
未知工作服属性识别,https://aistudio.baidu.com/datasetdetail/124244,
电商知识图谱链接预测,https://aistudio.baidu.com/datasetdetail/177429,
讯飞2022-LED灯的色彩和均匀性检测,https://aistudio.baidu.com/datasetdetail/153476,
car_data_2022,https://aistudio.baidu.com/datasetdetail/146516,
苹果瑕疵检测,https://aistudio.baidu.com/datasetdetail/123879,
《人工智能基础课程项目》数据集,https://aistudio.baidu.com/datasetdetail/143050,
植物叶片病虫害,https://aistudio.baidu.com/datasetdetail/171121,
BCI Competition IV dataset 2b,https://aistudio.baidu.com/datasetdetail/112871,
kaggle dog VS.cat 数据集,https://aistudio.baidu.com/datasetdetail/11544,
小麦病害分类,https://aistudio.baidu.com/datasetdetail/127559,
Pokemon,https://aistudio.baidu.com/datasetdetail/15954,
PaddleDetection的develop版本,https://aistudio.baidu.com/datasetdetail/158776,
绝缘子图像分割数据集,https://aistudio.baidu.com/datasetdetail/33292,
RedNet involution,https://aistudio.baidu.com/datasetdetail/77430,
水印精简,https://aistudio.baidu.com/datasetdetail/145795,
imagenet_weights,https://aistudio.baidu.com/datasetdetail/89186,
X光目标检测,https://aistudio.baidu.com/datasetdetail/43586,
油茶儿,https://aistudio.baidu.com/datasetdetail/180722,
FDDB,https://aistudio.baidu.com/datasetdetail/117988,
P300公开数据集,https://aistudio.baidu.com/datasetdetail/59261,
天气以及时间分类,https://aistudio.baidu.com/datasetdetail/132154,
kvasir-seg1,https://aistudio.baidu.com/datasetdetail/182036,
Mnist,https://aistudio.baidu.com/datasetdetail/217785,
NTU60,https://aistudio.baidu.com/datasetdetail/139161,
so-vits-svc 训练及部署用数据集,https://aistudio.baidu.com/datasetdetail/230946,
RSCloud,https://aistudio.baidu.com/datasetdetail/48386,
CelebA 50000张仅面部部分 npz,https://aistudio.baidu.com/datasetdetail/127327,
大模型vae,https://aistudio.baidu.com/datasetdetail/190578,
landcover,https://aistudio.baidu.com/datasetdetail/66886,
NewsSort-新闻智分系统,https://aistudio.baidu.com/datasetdetail/117783,
高传染性传染病的传播趋势预测,https://aistudio.baidu.com/datasetdetail/32797,
day04-unit24,https://aistudio.baidu.com/datasetdetail/36603,
人像语义分割小型数据集,https://aistudio.baidu.com/datasetdetail/105018,
电影评论情感分析,https://aistudio.baidu.com/datasetdetail/82619,
Wider_Face_VOC,https://aistudio.baidu.com/datasetdetail/24820,
NYT,https://aistudio.baidu.com/datasetdetail/1272,
paddle 百度板子数据,https://aistudio.baidu.com/datasetdetail/15718,
5种水果数据集,https://aistudio.baidu.com/datasetdetail/12236,
bisai_1,https://aistudio.baidu.com/datasetdetail/243373,
微博评论分类数据集,https://aistudio.baidu.com/datasetdetail/53069,
中文新闻摘要数据集,https://aistudio.baidu.com/datasetdetail/83012,
MSD脑瘤数据集,https://aistudio.baidu.com/datasetdetail/10277,
tusimple,https://aistudio.baidu.com/datasetdetail/54773,
乒乓球voc2.0,https://aistudio.baidu.com/datasetdetail/136961,
flower_photos,https://aistudio.baidu.com/datasetdetail/8377,
森林火灾预警,https://aistudio.baidu.com/datasetdetail/40236,
MJ_ST_unpacked_val_eval,https://aistudio.baidu.com/datasetdetail/129648,
植物花卉,https://aistudio.baidu.com/datasetdetail/103915,
我的增强版鉴黄数据集！,https://aistudio.baidu.com/datasetdetail/153420,
农业病虫害辨识数据集,https://aistudio.baidu.com/datasetdetail/198683,
金融欺诈,https://aistudio.baidu.com/datasetdetail/157551,
香烟缺陷数据集,https://aistudio.baidu.com/datasetdetail/162064,
手写数字识别0-9测试集,https://aistudio.baidu.com/datasetdetail/38289,
381VOC,https://aistudio.baidu.com/datasetdetail/87440,
pix2pix风格迁移数据集,https://aistudio.baidu.com/datasetdetail/40385,
摔倒数据——迭代,https://aistudio.baidu.com/datasetdetail/143483,
PP教学数据集-小狗图片,https://aistudio.baidu.com/datasetdetail/115,
MovieLens 数据集,https://aistudio.baidu.com/datasetdetail/101354,
猫狗分类,https://aistudio.baidu.com/datasetdetail/120938,
交通标志,https://aistudio.baidu.com/datasetdetail/103558,
经典Flower102数据集,https://aistudio.baidu.com/datasetdetail/64337,
这当然不是数据集,https://aistudio.baidu.com/datasetdetail/67913,
199801,https://aistudio.baidu.com/datasetdetail/174764,
ck+,https://aistudio.baidu.com/datasetdetail/75656,
常用香料分类数据集,https://aistudio.baidu.com/datasetdetail/216509,
"安全帽（person,hat）",https://aistudio.baidu.com/datasetdetail/64745,
WHU_dataset遥感变化检测,https://aistudio.baidu.com/datasetdetail/127802,
眼疾筛查数据集,https://aistudio.baidu.com/datasetdetail/105077,
PP学习实战-猫数据集,https://aistudio.baidu.com/datasetdetail/175,
boston,https://aistudio.baidu.com/datasetdetail/37541,
手写数字,https://aistudio.baidu.com/datasetdetail/121,
Cityscapes_gtFine_TinyTiny,https://aistudio.baidu.com/datasetdetail/78349,
脑中风_性别处理后,https://aistudio.baidu.com/datasetdetail/171695,
岩石分类子集,https://aistudio.baidu.com/datasetdetail/129185,
七种矿石,https://aistudio.baidu.com/datasetdetail/121634,
风景图片,https://aistudio.baidu.com/datasetdetail/60593,
lane_data8,https://aistudio.baidu.com/datasetdetail/79342,
inn-surrogate-3d,https://aistudio.baidu.com/datasetdetail/167243,
猫狗大战（32*32）,https://aistudio.baidu.com/datasetdetail/25153,
MPII人类体型数据集,https://aistudio.baidu.com/datasetdetail/72,
产品评论观点提取,https://aistudio.baidu.com/datasetdetail/138511,
Web攻击检测与分类识别,https://aistudio.baidu.com/datasetdetail/168015,
Libri-100,https://aistudio.baidu.com/datasetdetail/31428,
FSACOCO sample,https://aistudio.baidu.com/datasetdetail/126556,
Office-31 Resnet-50 features,https://aistudio.baidu.com/datasetdetail/209573,
数据探索3,https://aistudio.baidu.com/datasetdetail/143653,
蓝毛推荐 ?,https://aistudio.baidu.com/datasetdetail/185212,
中文对话语料,https://aistudio.baidu.com/datasetdetail/8527,
中文语音识别数据集,https://aistudio.baidu.com/datasetdetail/10367,
VITON,https://aistudio.baidu.com/datasetdetail/115311,
非开源数据-已删除,https://aistudio.baidu.com/datasetdetail/112313,
jqfy,https://aistudio.baidu.com/datasetdetail/114146,
百度erine邮寄地址数据集,https://aistudio.baidu.com/datasetdetail/132237,
Waifu2xBatch示例数据集,https://aistudio.baidu.com/datasetdetail/23907,
ayit00蝴蝶数据集6000张,https://aistudio.baidu.com/datasetdetail/167705,
地震数据集,https://aistudio.baidu.com/datasetdetail/81109,
models,https://aistudio.baidu.com/datasetdetail/39839,
【2021PaddleHACKATHON】【成都分会场】【Codes】,https://aistudio.baidu.com/datasetdetail/122310,
水果,https://aistudio.baidu.com/datasetdetail/23932,
celeba_gan,https://aistudio.baidu.com/datasetdetail/10101,
项目专用数据集,https://aistudio.baidu.com/datasetdetail/234808,
cifar-10,https://aistudio.baidu.com/datasetdetail/37762,
VOC2012 Train,https://aistudio.baidu.com/datasetdetail/1955,
中文对话文本匹配,https://aistudio.baidu.com/datasetdetail/177274,
PaddleSeg2.5,https://aistudio.baidu.com/datasetdetail/149927,
CVPR 2022 SoccerNet数据集,https://aistudio.baidu.com/datasetdetail/149176,
VGG-pretrained,https://aistudio.baidu.com/datasetdetail/249727,
monkeyclass,https://aistudio.baidu.com/datasetdetail/27098,
微博评论数据集-test,https://aistudio.baidu.com/datasetdetail/53168,
text2sql,https://aistudio.baidu.com/datasetdetail/96263,
iris.data,https://aistudio.baidu.com/datasetdetail/203060,
moving-mnist数据集,https://aistudio.baidu.com/datasetdetail/18733,
yaoyao,https://aistudio.baidu.com/datasetdetail/183537,
ConvNeXt预训练模型PaddlePaddle版本,https://aistudio.baidu.com/datasetdetail/127804,
蝴蝶分类数据集V2,https://aistudio.baidu.com/datasetdetail/170500,
human parsing,https://aistudio.baidu.com/datasetdetail/156387,
垃圾检测，分类,https://aistudio.baidu.com/datasetdetail/53146,
Verser-validation,https://aistudio.baidu.com/datasetdetail/238445,
SD-main-models,https://aistudio.baidu.com/datasetdetail/227987,
Verser-training,https://aistudio.baidu.com/datasetdetail/238407,
人流密度估计最终数据集,https://aistudio.baidu.com/datasetdetail/6000,
RML2016.10a-调制识别数据集,https://aistudio.baidu.com/datasetdetail/80473,
IMDB数据集-PP,https://aistudio.baidu.com/datasetdetail/174936,
交通标志分类识别,https://aistudio.baidu.com/datasetdetail/144579,
X光安检图像识别挑战赛2023,https://aistudio.baidu.com/datasetdetail/223254,
蔬菜水果,https://aistudio.baidu.com/datasetdetail/110237,
clipcap自己训练10epoch左右的参数文件,https://aistudio.baidu.com/datasetdetail/177804,
古籍文字识别数据集,https://aistudio.baidu.com/datasetdetail/165369,
生成汉字图片源码,https://aistudio.baidu.com/datasetdetail/122617,
壁画数据集,https://aistudio.baidu.com/datasetdetail/102159,
地区房屋信息,https://aistudio.baidu.com/datasetdetail/11743,
人脸识别,https://aistudio.baidu.com/datasetdetail/150333,
PaddleDetection,https://aistudio.baidu.com/datasetdetail/71450,
sin线性回归数据集,https://aistudio.baidu.com/datasetdetail/119921,
航空公司客户数据集,https://aistudio.baidu.com/datasetdetail/92278,
睿聚杯2020全国高校法律科技创新大赛,https://aistudio.baidu.com/datasetdetail/52808,
疫情信息统计,https://aistudio.baidu.com/datasetdetail/141663,
20 newsgroup数据集,https://aistudio.baidu.com/datasetdetail/38713,
新冠肺炎声音,https://aistudio.baidu.com/datasetdetail/99130,
person,https://aistudio.baidu.com/datasetdetail/68450,
PaddleOCR中文通用数据集,https://aistudio.baidu.com/datasetdetail/123663,
VoxCeleb1,https://aistudio.baidu.com/datasetdetail/48163,
图像恢复,https://aistudio.baidu.com/datasetdetail/97128,
垃圾分类数据集,https://aistudio.baidu.com/datasetdetail/108256,
ascend,https://aistudio.baidu.com/datasetdetail/110128,
resize_classical_chinese,https://aistudio.baidu.com/datasetdetail/168676,
碎米识别挑战赛,https://aistudio.baidu.com/datasetdetail/105383,
bycle_datasets_voc,https://aistudio.baidu.com/datasetdetail/240969,
苹果虫害,https://aistudio.baidu.com/datasetdetail/129485,
movie_5_150000_有head,https://aistudio.baidu.com/datasetdetail/55071,
人脸,https://aistudio.baidu.com/datasetdetail/62470,
ntu60,https://aistudio.baidu.com/datasetdetail/167195,
LUNA16,https://aistudio.baidu.com/datasetdetail/1860,
UW-Madison GI Tract Image Segmentation,https://aistudio.baidu.com/datasetdetail/153829,
王刚老师声音素材,https://aistudio.baidu.com/datasetdetail/184944,
ncov_data,https://aistudio.baidu.com/datasetdetail/28966,
jeans2skirt,https://aistudio.baidu.com/datasetdetail/51854,
VOCData,https://aistudio.baidu.com/datasetdetail/89284,
8颜色分类_3几何图形分类_24几何颜色分类,https://aistudio.baidu.com/datasetdetail/98219,
ExDark dataset,https://aistudio.baidu.com/datasetdetail/223920,
数据集,https://aistudio.baidu.com/datasetdetail/105208,
PP-SHITU-Demo,https://aistudio.baidu.com/datasetdetail/128806,
电路巡检绝缘端子语义分割,https://aistudio.baidu.com/datasetdetail/112427,
minist,https://aistudio.baidu.com/datasetdetail/7670,
?口红53分类,https://aistudio.baidu.com/datasetdetail/103228,
24种字体数据集白底黑字,https://aistudio.baidu.com/datasetdetail/122969,
肺炎CT数据集,https://aistudio.baidu.com/datasetdetail/122287,
bird_data,https://aistudio.baidu.com/datasetdetail/145348,
garbage,https://aistudio.baidu.com/datasetdetail/84443,
ChnSentiCorp,https://aistudio.baidu.com/datasetdetail/95103,
2022qq no unlabel npy,https://aistudio.baidu.com/datasetdetail/151063,
铝型材表面瑕疵检测,https://aistudio.baidu.com/datasetdetail/10276,
MY文生图大模型合集 1436220990,https://aistudio.baidu.com/datasetdetail/213829,
celldection,https://aistudio.baidu.com/datasetdetail/106217,
裂纹,https://aistudio.baidu.com/datasetdetail/36283,
2021CCFMODEL,https://aistudio.baidu.com/datasetdetail/118094,
道路数据集,https://aistudio.baidu.com/datasetdetail/199856,
finetune练习——训练营,https://aistudio.baidu.com/datasetdetail/3662,
THUCNews_with_train_and_test,https://aistudio.baidu.com/datasetdetail/104480,
街景数据集,https://aistudio.baidu.com/datasetdetail/93975,
CNLI,https://aistudio.baidu.com/datasetdetail/47265,
voc_data,https://aistudio.baidu.com/datasetdetail/165091,
MEAD,https://aistudio.baidu.com/datasetdetail/156484,
GEPIII-建筑能耗数据集,https://aistudio.baidu.com/datasetdetail/77823,
波士顿房价数据集,https://aistudio.baidu.com/datasetdetail/186644,
基于PP-PicoDet的【车辆检测系统】,https://aistudio.baidu.com/datasetdetail/146400,
Resnet3D50预训练模型,https://aistudio.baidu.com/datasetdetail/51415,
chillout,https://aistudio.baidu.com/datasetdetail/207141,
Fire,https://aistudio.baidu.com/datasetdetail/44816,
Places256-val-test,https://aistudio.baidu.com/datasetdetail/113770,
人工智能实验数据集,https://aistudio.baidu.com/datasetdetail/143067,
垃圾分类数据集,https://aistudio.baidu.com/datasetdetail/89598,
口罩检测模型,https://aistudio.baidu.com/datasetdetail/77976,
车辆类型数据集,https://aistudio.baidu.com/datasetdetail/105864,
遥感影像分割——DeepGlobe Road Detection Challen,https://aistudio.baidu.com/datasetdetail/55682,
文档阴影消除test_B,https://aistudio.baidu.com/datasetdetail/129021,
Android Malware Detection with N-gram,https://aistudio.baidu.com/datasetdetail/82485,
『李宏毅课程-机器学习』年收入判断,https://aistudio.baidu.com/datasetdetail/75015,
AFHQ - 动物脸部数据集-StarGAN v2图片融合数据集,https://aistudio.baidu.com/datasetdetail/47301,
